account,out_block_std,out_time_ptp,out_amount_sum,out_amount_max,out_amount_min,out_amount_mean,out_amount_std,out_count,out_unique,out_unique_ratio,in_block_std,in_time_ptp,in_amount_sum,in_amount_max,in_amount_min,in_amount_mean,in_amount_std,in_count,in_unique,in_unique_ratio,to_out_sum_media,to_out_min_std,to_out_sum_min,from_in_sum_min,from_in_min_std,from_in_min_sum,from_in_mean_sum
0xa5712afa19d70bb5dd57b91c43fffcaaf077dc3d,809728.3224755242,1432921598.0,14.769437180000004,2.78,0.0001,0.2895968074509804,0.45215290904059646,51,38,0.7450980392156863,0.4677638373864376,1431085095.0,38266127177.0,1531085094.0,1529914573.0,1530645087.08,443295.0609160377,25,38,1.52,11.993397339587263,0.0,3.0074161517211437,6.431996707874275,0.0,0.00212488,45700.94414820561
0x58f288f0a8c287f5922c08d9693c045942609f23,2849661.6584193623,1441573678.0,51.88672999999999,11.1,0.0,0.5188673,1.795360421620046,100,61,0.61,2.8573610458676213,1441573412.0,56595271710.0,1541573411.0,1527665432.0,1529601938.108108,3781625.254509114,37,61,1.6486486486486487,44.403964388753266,0.0,21.22833928229302,2.9449176950433347,0.0,0.0205,1383.2378851534954
0xe8904be4f4a8fbba4c12d46e397eca8666008e34,0,0,0,0,0,0,0,0,0,0,0.399,1427607100.0,3055212239.0,1527607099.0,1527605140.0,1527606119.5,979.5,2,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x03b182d6e65c641b2a292d984a7dbb491df49011,150980.0464550053,1427511363.0,0.0,0.0,0.0,0.0,0.0,3,1,0.3333333333333333,34.722089966253755,1428789573.0,7638247394.0,1528789572.0,1527051368.0,1527649478.8,636168.5857265823,5,1,0.2,0,0,0,1.222949691,295.5261249178611,170709.81508170126,211799.16195765813
0x24135baba3edc9c08355579a093d756b93c408bb,0,0,0,0,0,0,0,0,0,0,0.0,1427610082.0,1527610081.0,1527610081.0,1527610081.0,1527610081.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xb21b5498ae8098dbeffdd9c61dec0da4da048427,0,0,0,0,0,0,0,0,0,0,22.38021743159421,1431269631.0,13745718429.0,1531269630.0,1525740570.0,1527302047.6666667,1548127.1091771934,9,0,0.0,0,0,0,2.756993251,115.67218402281095,150253.2923427136,253444.043707014
0x1e6832f84c2ff46189b3e917088cdb94cbbbf4e9,0,0,0,0,0,0,0,0,0,0,0.0,1427588550.0,1527588549.0,1527588549.0,1527588549.0,1527588549.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x1f3a776b64538b3cd244d256f0b5959798fb99e0,0,0,0,0,0,0,0,0,0,0,0.0,1427610259.0,1527610258.0,1527610258.0,1527610258.0,1527610258.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x4ad59aeff83ccc2a76ddfe324410c793d5a8e171,0.0,1406358394.0,30.999097,30.999097,30.999097,30.999097,0.0,1,1,1.0,3.4292856398964493,1406351576.0,7531734341.0,1506351575.0,1506342003.0,1506346868.2,3610.774066595693,5,1,0.2,30.998656,0.0,30.998656,6.589465789965972,0.9370604616500177,6.48465507,500.8503228284948
0x4ab7fbdee77e6a5fd6c9eee4ca6cfedfd503ed73,0,0,0,0,0,0,0,0,0,0,0.29503469378812996,1431715946.0,4587110804.0,1531715945.0,1527600914.0,1529036934.6666667,1895984.7953540015,3,0,0.0,0,0,0,0.0988,176.58778037566427,183882.61511873314,216307.8694224398
0x42e0d29d1cb3a28d748a7ac2d06d679329022c72,0.0,1433592568.0,4.17172791,4.17172791,4.17172791,4.17172791,0.0,1,1,1.0,0.4442032487431665,1433041028.0,13796344093.0,1533041027.0,1532556672.0,1532927121.4444444,137768.52042394324,9,1,0.1111111111111111,7.182219573333334,7.802705332433805,0.499097,2.96170392,0.0,0.05840477,11124.499825117438
0x5fcde96cfe5f696b63491b25cf320e55bf55f048,1752568.3238579459,1421793872.0,7.622844125,1.938149452,1.871977073,1.90571103125,0.03217831000543102,4,2,0.5,0,0,0,0,0,0,0,0,0,0,829.1007920555721,245.92094200030536,0.038599999999999995,0,0,0,0
0x6d1ca9ee33f0806bd37a8ac4c418a0ecb0c9f086,0,0,0,0,0,0,0,0,0,0,0.0,1413279774.0,1513279773.0,1513279773.0,1513279773.0,1513279773.0,0.0,1,0,0.0,0,0,0,0.05,0.05662934482645553,3.4543549913234712,3.4543549913234712
0xb64994bf1f00440a99ee7f90f8810e643f405840,3796553.597120063,1430468755.0,79.25206203,40.82806269,1.999412,5.283470802,9.518514865049777,15,3,0.2,0,0,0,0,0,0,0,0,0,0,884.4400050270483,245.92094200030536,0.053599999999999995,0,0,0,0
0xbb46dded439b6ce745fe7bac6ec08985a7b6ecd4,0.0,1430256963.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.5049984999999999,1427586133.0,3055171625.0,1527586132.0,1527585493.0,1527585812.5,319.5,2,1,0.5,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x7ca568c0d5ff03f7c106fee440922354fa9992b1,2254640.0,1421967534.0,4.29672315,2.30720405,1.9895191,2.148361575,0.15884247500000004,2,2,1.0,0,0,0,0,0,0,0,0,0,0,911.2297407771997,219.5339760696039,0.03,0,0,0,0
0xbc3d939dab46e05406af32cb8068a2675f68a151,1318008.8647745734,1430015845.0,0.0,0.0,0.0,0.0,0.0,8,3,0.375,0.4854462514776853,1427581018.0,4568747144.0,1527581017.0,1520021510.0,1522915714.6666667,3330578.20099517,3,3,1.0,0,0,0,0.0,3.430483726144102,7140.280230763497,138201.07529345114
0xb5b4abf898124e1e1349bffc9185cacdb210e791,0,0,0,0,0,0,0,0,0,0,0.0,1427606991.0,1527606990.0,1527606990.0,1527606990.0,1527606990.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xe606a2a685123db93270c3944586e97c2af541b5,4432281.982593006,1430176149.0,91.85667218600001,23.585028761,1.329368862,2.8705210058125,3.7355700889990566,32,7,0.21875,0,0,0,0,0,0,0,0,0,0,1180.7398603263637,65.9922751346628,0.11359999999999999,0,0,0,0
0x6301978133597042142ff306829be6636404a211,0,0,0,0,0,0,0,0,0,0,0.0,1427588550.0,1527588549.0,1527588549.0,1527588549.0,1527588549.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xb0612bb1cb112328cd98c295fa7baee99497540b,0,0,0,0,0,0,0,0,0,0,30.746874999884533,1427581018.0,4582205619.0,1527581017.0,1527234998.0,1527401873.0,141527.81437112164,3,0,0.0,0,0,0,0.27,139.5587817038643,110650.88552294856,170500.90220124376
0x37c85a7523b1832b4d0380b2f513e88b66e8c850,0.0,1420579540.0,53.414527589,53.414527589,53.414527589,53.414527589,0.0,1,1,1.0,1.1379695213413494,1419740527.0,100298186471.0,1519740526.0,1519648572.0,1519669491.9848485,22145.305728366016,66,1,0.015151515151515152,64.646558289,0.0,64.646558289,105.91738812453511,0.0,0.01,155869.68309814917
0xdd1db171b110fb857311fde3236217894e7e9ab8,922961.0,1429785127.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,1427938063.0,1527938062.0,1527938062.0,1527938062.0,1527938062.0,0.0,1,2,2.0,0,0,0,0.99042,0.004693222347172585,4.97126,4.97126
0xb37da5c9179345341fe50d37cfc961ba47c01f9a,73131.83040692109,1416113921.0,31.001688092000002,15.501688092,0.5,10.333896030666667,6.956630223122153,3,2,0.6666666666666666,2.7021457953643786,1416013841.0,30319048758.0,1516013840.0,1515933887.0,1515952437.9,21440.819020970255,20,2,0.1,16.580463985999998,0.0,10.49895,2.3157592551026007,0.0,0.1369104,16.431073002812667
0xcac69d3aef710d479dac633e1a4a5bed8472efdf,0,0,0,0,0,0,0,0,0,0,1.242,1427865516.0,3055457162.0,1527865515.0,1527591647.0,1527728581.0,136934.0,2,0,0.0,0,0,0,0.0888,368.7320228035005,195779.12279244748,232520.49657429312
0x62c71581708dd73b10e7aa2249778aee016ebf0e,0.0,1421793793.0,17.40957065,17.40957065,17.40957065,17.40957065,0.0,1,1,1.0,0.6817782560242583,1421772681.0,33478259192.0,1521772680.0,1521667701.0,1521739054.1818182,34151.26105037087,22,1,0.045454545454545456,1.1048821889299951,2.3005597979733263,0.001258720382208556,4.999097605777829,0.0,0.14,415218.15513324045
0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,359638.61545471934,1421994740.0,13.684014699999999,6.348,0.0823,3.4210036749999997,2.753831910027465,4,3,0.75,1.8991409865437836,1421278605.0,13690321273.0,1521278604.0,1521067305.0,1521146808.1111112,77513.07983594976,9,3,0.3333333333333333,4.429339,4.982254147420523,0.001,0.001488367777778555,5.929889097051325,34.13415524499999,190006.06378047506
0xa475a250519fdd5d13682d1a380ce2dcabb8abcf,0.0,1435557143.0,4.5685953,4.5685953,4.5685953,4.5685953,0.0,1,1,1.0,0.5941593821662684,1434942789.0,10744107320.0,1534942788.0,1534722782.0,1534872474.2857144,85000.70138318067,7,1,0.14285714285714285,16.99123175,0.0,16.99123175,4.070192842709164,0.0,0.00255371,457424.7483279906
0xd69b4dfb3def321ba2d5c182a3ff0d22a9cc44fd,8202144.223221174,1431312485.0,11.745875628800801,2.9,0.0,0.19255533817706233,0.48574649472164017,61,33,0.5409836065573771,0.6608025021546033,1431312344.0,31908060308.0,1531312343.0,1505030485.0,1519431443.2380953,8058671.944846979,21,33,1.5714285714285714,1975.365664295747,0.0,1925.257411725926,2.106667500000001,0.0,0.01,67954.26656119112
0x26ba821222ee3b7b77f83cf1411dc5105bf2e499,0.0,1433136425.0,0.009139,0.009139,0.009139,0.009139,0.0,1,1,1.0,0.0,1427882029.0,1527882028.0,1527882028.0,1527882028.0,1527882028.0,0.0,1,1,1.0,0.746417,0.0,0.746417,0.015445141293117639,0.6000074300164123,20.48075484461181,20.48075484461181
0x863e96e64d055fe50eca89c86f8afb6553a592a1,1012861.3220147936,1420312634.0,9.57256843,4.347412,2.199412,3.1908561433333333,0.8846552655921597,3,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,829.1007920555721,245.92094200030536,0.038599999999999995,0,0,0,0
0xc954f208243095d48168d6a14a53ec425cc21af8,0.0,1427497064.0,5.53940668,5.53940668,5.53940668,5.53940668,0.0,1,1,1.0,0.0,1427598527.0,1527598526.0,1527598526.0,1527598526.0,1527598526.0,0.0,1,1,1.0,2.6853433606776638,14.73773280440591,0.0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x717110b18eaec987f45a80a6bf1f06dc975a1133,104152.54183394769,1420208913.0,84.99647200000001,19.999412,9.999412,14.166078666666666,4.487637339278753,6,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,829.1007920555721,245.92094200030536,0.038599999999999995,0,0,0,0
0xfd256dccab2e964e1c218f0018620d0d4ea04c2b,0,0,0,0,0,0,0,0,0,0,0.0,1427580978.0,1527580977.0,1527580977.0,1527580977.0,1527580977.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xd3ddae456004ed85639a39a9751192e80a967ed4,9.0,1430116755.0,3.1,2.0,1.1,1.55,0.44999999999999996,2,1,0.5,2.6452153903316904,1430294938.0,35185823111.0,1530294937.0,1529676252.0,1529818396.1304348,217130.29531603015,23,1,0.043478260869565216,1.7160526315789473,4.70293387683279,0.0,0.30000000000000004,2.966869402179135,27.505567550000002,27.90185585
0x1e7b8fba6a39a9a7d629489cef90c754814719c2,0,0,0,0,0,0,0,0,0,0,0.0,1427597194.0,1527597193.0,1527597193.0,1527597193.0,1527597193.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xfb61d60925bd06e8196310a04919cfae2f717663,0,0,0,0,0,0,0,0,0,0,0.0,1427601230.0,1527601229.0,1527601229.0,1527601229.0,1527601229.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x76ba4b94c0330bd72aa4f4d8e44ceceffbf692c2,0.0,1430784415.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.004245684999999888,1427593169.0,3055176851.0,1527593168.0,1527583683.0,1527588425.5,4742.5,2,1,0.5,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x72c382b7fca8832989e86cb3a42113ac41011f5d,3667987.0469581047,1426393891.0,1.15,1.0,0.0,0.08846153846153847,0.2661360598770183,13,10,0.7692307692307693,1.351550995,1427606428.0,3045817656.0,1527606427.0,1518211229.0,1522908828.0,4697599.0,2,10,5.0,2.8320812312230137,0.0010339091417043427,0.36,1.0,378.69404679540935,19201.0,144231.4351780694
0xba83377d1f5c52bf728f32f5bc71ec9c4eae685c,6884744.3500497,1447026065.0,67.39866841147577,5.0,0.0,0.47800474050692016,0.7233067712561407,141,81,0.574468085106383,0.9765073092949049,1447025287.0,108537970880.0,1547025286.0,1516742097.0,1528703815.2112677,8169502.293914729,71,81,1.1408450704225352,171.4548500238023,0.0,25.063883552497085,4.02186751000001,0.0,0.505,53616.470114143245
0x3343729629cdf4b5a1f52248b92dfd5361a81e46,0,0,0,0,0,0,0,0,0,0,0.0,1427605115.0,1527605114.0,1527605114.0,1527605114.0,1527605114.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x197e7723fad08556b00d2293348fcf6651b673eb,0,0,0,0,0,0,0,0,0,0,0.0,1427598852.0,1527598851.0,1527598851.0,1527598851.0,1527598851.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x0310c4385311d225cbcaca26fefc9ab45d3eba3e,3019.5,1416643990.0,2.0086629614754075,1.5285159614754076,0.480147,1.0043314807377037,0.5241844807377039,2,2,1.0,0.19103823702713432,1416179397.0,10612977937.0,1516179396.0,1516112388.0,1516139705.2857144,27194.60250393336,7,2,0.2857142857142857,6.774955333333333,0.0,2.006622,0.698224436669095,0.0,0.2,8.952068487826702
0xe5f08b41bc8e37ee5e5934d4a27e67e059370011,0.0,1433808786.0,1.09017717,1.09017717,1.09017717,1.09017717,0.0,1,1,1.0,0.0,1433758955.0,1533758954.0,1533758954.0,1533758954.0,1533758954.0,0.0,1,1,1.0,12.930858671578948,10.085155417708952,0.009930739999998,1.09227717,0.0,1.09227717,1.09227717
0x3d0791b81c050a4d89adcbf5d9acb0efac76da7d,0,0,0,0,0,0,0,0,0,0,0.0,1427595143.0,1527595142.0,1527595142.0,1527595142.0,1527595142.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x8efb5ce3e8892721d0c6f675b08b9993c19ccac1,0,0,0,0,0,0,0,0,0,0,0.0,1427608443.0,1527608442.0,1527608442.0,1527608442.0,1527608442.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x9b75a49e3af6d40dc1bb149c0e25acfcea0c86b7,855717.5778269158,1420273869.0,579.4685168000003,28.999412,0.0,10.16611432982456,5.81382756969367,57,5,0.08771929824561403,0,0,0,0,0,0,0,0,0,0,1226.2406120144344,175.4084352647233,0.06359999999999999,0,0,0,0
0xb53ab25d631b35edf210b48817a54343c03eef67,3717419.017851531,1430084105.0,13.320593036,3.7846251,1.099832,2.6641186072,0.9844745338906642,5,3,0.6,0.0,1417826031.0,1517826030.0,1517826030.0,1517826030.0,1517826030.0,0.0,1,3,3.0,1055.7794329923345,245.92094200030536,0.053599999999999995,0.001313975,5.741408910290559,8253.083084861943,8253.083084861943
0x231b8ed5203579fb16e46b1f30e4f3b57ad56b9f,0,0,0,0,0,0,0,0,0,0,0.0,1427609875.0,1527609874.0,1527609874.0,1527609874.0,1527609874.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xf116c2795962bea28081f5003839977ca5bccdc9,3696825.6003617346,1430699761.0,104.54224637499996,2.865415449,0.996875293,2.2243031143617022,0.3538819170984311,47,9,0.19148936170212766,0,0,0,0,0,0,0,0,0,0,1706.5771380543001,92.054875650047,0.1259189,0,0,0,0
0x3b66c204da4f1886ef35e33ccf426e5afa279514,0,0,0,0,0,0,0,0,0,0,0.0,1428992969.0,39695300821.0,1528992968.0,1525693598.0,1526742339.2692308,911068.143200883,26,0,0.0,0,0,0,3.2993772910000003,115.67218402281095,129835.46482799074,214423.95108429762
0x3825509494a7e04ce3c94c8c459183ff3ed163d2,146347.41333400997,1418893131.0,1.6,0.6,0.5,0.5333333333333333,0.04714045207910316,3,2,0.6666666666666666,0.0,1427581888.0,1527581887.0,1527581887.0,1527581887.0,1527581887.0,0.0,1,2,2.0,471.4810191130166,2105.0691787200767,0.005510387,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x007a63973f6a689efaaee5bd8fa22285bf6252d2,0,0,0,0,0,0,0,0,0,0,0.0,1427602613.0,1527602612.0,1527602612.0,1527602612.0,1527602612.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xe318598880e209b0b2196d3854460e8947186d79,6444132.338988769,1417227996.0,15.23,10.0,0.0,2.1757142857142857,3.504127595291249,7,6,0.8571428571428571,2.867441755680875,1428975003.0,4584541915.0,1528975002.0,1527586751.0,1528180638.3333333,584210.738187476,3,6,2.0,114479.44454137591,1.5565356366858594,2881.276484565757,1.0028278000000006,160.67133512746958,129835.46482799074,199838.84727318678
0x30aefe8a20d22851d3abddaaf3ed508a432cf6c6,0,0,0,0,0,0,0,0,0,0,0.0,1427600839.0,1527600838.0,1527600838.0,1527600838.0,1527600838.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x5c09b851028af746fdccb33be1b26c45fa01d83b,0.0,1429892126.0,0.99895,0.99895,0.99895,0.99895,0.0,1,1,1.0,0.0775,1427600196.0,3055010946.0,1527600195.0,1527410751.0,1527505473.0,94722.0,2,1,0.5,16.2868102366851,181.73319434323983,0.042,0.26,330.8952939293896,131589.95072464392,200425.91054039134
0xb620dd73ad618df59dcaade5025f583594a18929,0.0,1430348371.0,0.25,0.25,0.25,0.25,0.0,1,1,1.0,18.752967377449238,1431207098.0,27489401425.0,1531207097.0,1517884577.0,1527188968.0555556,3422364.829101598,18,1,0.05555555555555555,0.01918360655737705,0.0838986941423764,0.0,1.9120922500000006,6.85938269867254,8874.055839570112,139598.5069503821
0x4315cdc57e6d7b5cb845cf74c5e8f26993a0d185,5103204.996260162,1430091486.0,6.410088305,1.973428122,1.058903754,1.60252207625,0.3830238564821563,4,4,1.0,0,0,0,0,0,0,0,0,0,0,1070.012225696626,65.9922751346628,0.0686,0,0,0,0
0x4d4fd4c6c49faf73e0e048b42f00654d94fae6de,284776.28142491495,1419114153.0,128.21976120000002,5.486412,2.049412,3.0528514571428573,0.7541904684501036,42,2,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,911.2297407771997,219.5339760696039,0.03,0,0,0,0
0x365838717d9316d2784ab9ea90ddbee4ba372a08,420538.47424013686,1421046624.0,22.898236,14.999412,2.599412,7.632745333333333,5.324367463735846,3,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,829.1007920555721,245.92094200030536,0.038599999999999995,0,0,0,0
0x47e847fd1c3129d59990046aade26e3ccc7caf48,0,0,0,0,0,0,0,0,0,0,28.184765191303065,1434627254.0,82462262679.0,1534627253.0,1524451467.0,1527078938.5,3040348.3015916836,54,0,0.0,0,0,0,3.8510997800000006,95.0196368974966,99273.06096017848,187093.04689770585
0xf8df0f76ad8ab254b48e9d96c613602659234869,0,0,0,0,0,0,0,0,0,0,0.0,1427605937.0,1527605936.0,1527605936.0,1527605936.0,1527605936.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xf30071913bbad630e3465eed53907060cd488c37,0,0,0,0,0,0,0,0,0,0,0.0,1427612067.0,1527612066.0,1527612066.0,1527612066.0,1527612066.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x4e04e00badce0458f926d8c2b02e09e2e5c2ed34,0.0,1420773220.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,1420773055.0,1520773054.0,1520773054.0,1520773054.0,1520773054.0,0.0,1,1,1.0,0,0,0,0.096069125,0.0,0.096069125,0.096069125
0xd9d25dce4c3765855c76f3d2baccc0755c4d0bc5,0.0,1416984368.0,0.039139,0.039139,0.039139,0.039139,0.0,1,1,1.0,0.0,1416967470.0,1516967469.0,1516967469.0,1516967469.0,1516967469.0,0.0,1,1,1.0,0.039097,0.0,0.039097,0.01073167,0.8506685150823327,27.55471130955959,27.55471130955959
0x9a72c9fefdbc372975642474a764ab03bb678e4b,213931.0,1420774200.0,4.003824,2.002412,2.001412,2.001912,0.0004999999999999449,2,1,0.5,0,0,0,0,0,0,0,0,0,0,85.8567027294015,245.92094200030536,0.015,0,0,0,0
0xce9b5ff07f47bacf0811bf0dae6580e4987dc2b7,2160136.6649727602,1419078632.0,0.01,0.01,0.0,0.0008333333333333334,0.0027638539919628336,12,4,0.3333333333333333,0.0005094009362131993,1414549815.0,9086738121.0,1514549814.0,1514333947.0,1514456353.5,72345.48330695336,6,4,0.6666666666666666,0.04450250705663334,0.0045,0.001000003713254629,0.0,0.3283893276750863,43.10982747433694,195.88336745749353
0x63b59ebfbbb05e3b8080851a4d05df971d5f7187,0,0,0,0,0,0,0,0,0,0,0.0,1427592494.0,1527592493.0,1527592493.0,1527592493.0,1527592493.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xe311e0a06a2aed114e4f4480431538bf05b20797,4253501.664159912,1438973317.0,5.0,5.0,0.0,0.8333333333333334,1.863389981249825,6,4,0.6666666666666666,0.0,1427608443.0,1527608442.0,1527608442.0,1527608442.0,1527608442.0,0.0,1,4,4.0,12.78618685425102,0.0,0.040691912020001,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x7f642b25a930f732f4214f69df0d0d2f647bcc63,82671.0,1426882736.0,13.08442319,11.95604319,1.12838,6.542211595,5.413831595,2,2,1.0,1.467686952099796,1426856915.0,13740728623.0,1526856914.0,1526571384.0,1526747624.7777777,84882.83704125846,9,2,0.2222222222222222,2.44448814582266,0.2514861450808921,0.03595511,0.94269213,0.0,0.510441,14307.586209324916
0x196eb982fc3494998bffb60392dbb881e13b3486,293588.5340635011,1420230682.0,8.661235999999999,3.762412,1.999412,2.8870786666666666,0.7197945694586909,3,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,829.1007920555721,245.92094200030536,0.038599999999999995,0,0,0,0
0x58c0136ad236972b6818193c5b4a8b9dfd2aaa2e,1160927.3631454464,1430242682.0,15.0,10.0,0.0,0.30612244897959184,1.5675807648711446,49,2,0.04081632653061224,4.604829858386883,1429033578.0,13747898835.0,1529033577.0,1527243091.0,1527544315.0,538420.1647086492,9,2,0.2222222222222222,12.382704935211267,25.939805291443275,0.0,1.3320446490000009,36.981457714406616,76133.64209158107,154819.60885394135
0x5fc40249c7d497fd0b7200a2f5b2a111023e72ff,0,0,0,0,0,0,0,0,0,0,0.0,1427600562.0,1527600561.0,1527600561.0,1527600561.0,1527600561.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xaeadce0b7b6328a23fc5a1bedce9ced1567e3a78,0,0,0,0,0,0,0,0,0,0,0.0,1427583662.0,1527583661.0,1527583661.0,1527583661.0,1527583661.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xac4e2d4fd37515c7099e44ba8b205c20e41aff1a,0,0,0,0,0,0,0,0,0,0,65.69193,1427821400.0,3055416959.0,1527821399.0,1527595560.0,1527708479.5,112919.5,2,0,0.0,0,0,0,0.0888,368.7320228035005,195779.12279244748,232520.49657429312
0x2f3030464aa543eb2cd679381679ad825feeb222,1903465.3706575923,1425246011.0,1559.927146074,299.999412,1.9998698,22.607639798173913,37.427033316479815,69,6,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,1595.8495034245627,152.1582891977499,0.0809189,0,0,0,0
0xf09cdd34fd29b4cbd6be74c0e74f332867f7495d,0,0,0,0,0,0,0,0,0,0,0.0,1427602662.0,1527602661.0,1527602661.0,1527602661.0,1527602661.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x55a8290bebc78f1fa13e4fa641fd1e1449942331,0,0,0,0,0,0,0,0,0,0,0.5,1427591021.0,3054931374.0,1527591020.0,1527340354.0,1527465687.0,125333.0,2,0,0.0,0,0,0,0.26,330.8952939293896,131589.95072464392,200425.91054039134
0xafeb705e80e10265b109b267aecf665d48f94b9a,0,0,0,0,0,0,0,0,0,0,0.0,1427593169.0,1527593168.0,1527593168.0,1527593168.0,1527593168.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0x6247225e63bc10d9904a3ef2dbe2fbe78c82976c,0,0,0,0,0,0,0,0,0,0,0.0,1427608106.0,1527608105.0,1527608105.0,1527608105.0,1527608105.0,0.0,1,0,0.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xc1d933bff05de19e4caa68d63a4df64386983d36,10295111.413671989,1435534352.0,0.0,0.0,0.0,0.0,0.0,22,9,0.4090909090909091,1.31015936,1427602604.0,3053469295.0,1527602603.0,1525866692.0,1526734647.5,867955.5,2,9,4.5,0,0,0,0.0,21.642366794606698,23299.631101338367,146280.75072873858
0xfd88a1be066cc3b4c66fbd6e4c84165f0661ac0a,0.0,1420205885.0,2.28601868,2.28601868,2.28601868,2.28601868,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,85.8567027294015,245.92094200030536,0.015,0,0,0,0
0x3e296bd3c6f66575188e8cef9c4ca77a51a00392,5516061.594334555,1427572731.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,0.0,1427580978.0,1527580977.0,1527580977.0,1527580977.0,1527580977.0,0.0,1,3,3.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
0xb07af2f34b30fb38cf18bbdca5134df170278de1,297.12062645778514,1429960757.0,95.4000587689532,95.4000587689532,0.0,31.80001958965107,44.97201898741464,3,3,1.0,47.5557142344766,1429960526.0,3059920271.0,1529960525.0,1529959746.0,1529960135.5,389.5,2,3,1.5,476.9478281318859,9.787367537816753,0.001444215745000001,2.0,0.0,2.0,11920.74488542825
0x46c44dd45b61e24de54e590fc40b6c6fc227d7f0,3799627.3212808985,1444436269.0,69.14826474366339,2.0,0.0,0.1334908585785007,0.29856825181377217,518,58,0.11196911196911197,0.38881797682828,1440051363.0,195049887191.0,1540051362.0,1515750145.0,1523827243.6796875,3932985.763695811,128,58,0.453125,131.55313717984876,0.0,43.11342039760392,0.16010251777777856,0.25190634081650004,0.562812681633,161662.57059392633
0xa022aba29c8a79e0eb5dfd456ec8be75e139fdd4,0,0,0,0,0,0,0,0,0,0,11.233957538249197,1428985800.0,15272661953.0,1528985799.0,1525750517.0,1527266195.3,904139.8988256243,10,0,0.0,0,0,0,1.2736496910000008,160.67133512746958,129835.46482799074,227453.18494937275
0x277cc70ec4e1815c7de766e9e4c08f61b23cff7f,6120201.751966064,1440633972.0,0.0,0.0,0.0,0.0,0.0,6,2,0.3333333333333333,0.0,1427598852.0,1527598851.0,1527598851.0,1527598851.0,1527598851.0,0.0,1,2,2.0,0,0,0,0.0,378.69404679540935,269261.8703561388,269261.8703561388
